0.000002	0
0.000005	0
0.000008	0
0.000011	0
0.000013	0
0.000017	0
0.000019	0
0.000023	0
0.000025	0
0.000029	0
0.000031	0
0.000034	0
0.000038	0
0.000041	0
0.000044	0
0.000046	0
0.000050	0
0.000053	0
0.000056	0
0.000058	0
0.000062	0
0.000064	0
0.000068	0
0.000071	0
0.000073	0
0.000077	0
0.000080	0
0.000082	0
0.000086	0
0.000088	1
0.000092	0
0.000095	0
0.000097	0
0.000101	0
0.000104	0
0.000107	0
0.000110	0
0.000112	0
0.000116	0
0.000119	0
0.000121	0
0.000124	0
0.000128	0
0.000131	0
0.000133	0
0.000137	0
0.000140	0
0.000142	0
0.000146	0
0.000149	0
0.000151	0
0.000155	0
0.000158	0
0.000160	0
0.000164	0
0.000167	0
0.000170	0
0.000172	0
0.000176	0
0.000179	0
0.000181	0
0.000185	0
0.000188	0
0.000190	0
0.000194	0
0.000197	0
0.000199	0
0.000203	0
0.000206	0
0.000208	0
0.000212	1
0.000215	0
0.000218	0
0.000220	0
0.000224	0
0.000227	0
0.000229	0
0.000233	0
0.000236	1
0.000238	1
0.000242	1
0.000244	0
0.000247	0
0.000251	0
0.000253	1
0.000257	0
0.000260	0
0.000262	0
0.000266	0
0.000269	0
0.000271	0
0.000275	0
0.000278	0
0.000280	0
0.000284	1
0.000287	0
0.000289	0
0.000293	0
0.000296	0
0.000298	0
0.000302	1
0.000305	0
0.000307	0
0.000311	0
0.000314	1
0.000316	0
0.000320	0
0.000323	0
0.000325	0
0.000329	0
0.000332	2
0.000334	0
0.000338	0
0.000340	1
0.000344	0
0.000347	1
0.000349	0
0.000353	0
0.000356	0
0.000358	0
0.000362	1
0.000365	1
0.000367	1
0.000371	0
0.000374	2
0.000376	0
0.000380	0
0.000383	0
0.000385	1
0.000389	1
0.000392	0
0.000394	1
0.000398	0
0.000401	0
0.000403	0
0.000407	0
0.000410	0
0.000412	0
0.000416	1
0.000419	0
0.000421	0
0.000425	1
0.000428	0
0.000431	0
0.000434	0
0.000436	1
0.000440	1
0.000443	0
0.000445	2
0.000449	0
0.000452	0
0.000454	0
0.000458	1
0.000461	1
0.000463	0
0.000467	1
0.000470	0
0.000472	2
0.000476	2
0.000479	1
0.000481	1
0.000485	0
0.000488	0
0.000491	0
0.000494	0
0.000496	1
0.000500	0
0.000503	0
0.000505	1
0.000509	0
0.000512	1
0.000514	0
0.000518	1
0.000521	0
0.000523	2
0.000527	0
0.000530	1
0.000532	1
0.000536	2
0.000539	0
0.000541	1
0.000545	0
0.000548	0
0.000550	1
0.000554	0
0.000557	0
0.000559	0
0.000563	1
0.000566	0
0.000568	1
0.000572	2
0.000575	0
0.000577	1
0.000580	0
0.000584	2
0.000586	1
0.000589	0
0.000593	2
0.000596	1
0.000598	0
0.000602	1
0.000605	0
0.000607	0
0.000611	1
0.000614	0
0.000616	2
0.000620	2
0.000623	0
0.000625	0
0.000629	4
0.000632	1
0.000634	1
0.000638	0
0.000641	0
0.000643	4
0.000647	2
0.000650	1
0.000652	3
0.000656	1
0.000659	3
0.000661	0
0.000665	4
0.000668	1
0.000670	2
0.000674	1
0.000677	1
0.000679	1
0.000683	1
0.000686	1
0.000688	1
0.000692	1
0.000695	2
0.000697	0
0.000701	1
0.000704	0
0.000706	4
0.000710	0
0.000713	0
0.000715	2
0.000719	0
0.000722	1
0.000724	0
0.000728	0
0.000731	1
0.000733	1
0.000737	4
0.000740	2
0.000742	0
0.000746	0
0.000749	1
0.000751	3
0.000755	2
0.000758	3
0.000760	3
0.000764	2
0.000767	1
0.000770	1
0.000772	1
0.000776	0
0.000779	0
0.000781	0
0.000785	0
0.000788	2
0.000790	1
0.000794	3
0.000797	2
0.000799	2
0.000803	1
0.000806	0
0.000808	0
0.000812	2
0.000815	3
0.000817	1
0.000821	2
0.000824	3
0.000826	2
0.000830	3
0.000833	1
0.000835	0
0.000839	3
0.000842	0
0.000844	2
0.000848	0
0.000851	5
0.000853	3
0.000857	3
0.000860	1
0.000862	1
0.000866	2
0.000869	4
0.000871	1
0.000875	2
0.000878	3
0.000880	2
0.000884	0
0.000887	2
0.000889	1
0.000893	2
0.000896	2
0.000898	3
0.000902	2
0.000905	4
0.000907	3
0.000911	2
0.000914	1
0.000916	5
0.000920	1
0.000923	1
0.000925	1
0.000929	1
0.000932	0
0.000935	3
0.000938	4
0.000941	1
0.000944	4
0.000947	2
0.000950	3
0.000953	3
0.000956	2
0.000959	4
0.000962	3
0.000964	3
0.000968	2
0.000971	3
0.000973	3
0.000977	2
0.000980	4
0.000983	4
0.000986	3
0.000989	3
0.000991	2
0.000994	1
0.000998	2
0.001001	3
0.001004	1
0.001007	1
0.001009	1
0.001012	3
0.001016	5
0.001019	0
0.001022	2
0.001025	4
0.001027	2
0.001030	2
0.001034	1
0.001037	5
0.001040	4
0.001043	0
0.001045	5
0.001048	1
0.001052	1
0.001055	2
0.001058	2
0.001061	3
0.001063	3
0.001066	4
0.001069	4
0.001073	0
0.001076	1
0.001079	2
0.001081	4
0.001084	5
0.001087	2
0.001091	5
0.001094	1
0.001097	4
0.001099	1
0.001102	2
0.001105	5
0.001109	6
0.001112	0
0.001115	3
0.001118	4
0.001120	4
0.001123	0
0.001127	3
0.001130	2
0.001133	4
0.001136	5
0.001138	5
0.001141	2
0.001145	3
0.001148	2
0.001151	3
0.001154	6
0.001156	3
0.001159	2
0.001163	2
0.001166	7
0.001169	5
0.001172	2
0.001174	4
0.001177	1
0.001181	3
0.001184	1
0.001187	6
0.001190	3
0.001192	2
0.001195	0
0.001199	4
0.001202	4
0.001205	4
0.001208	4
0.001210	3
0.001213	7
0.001217	6
0.001220	3
0.001223	1
0.001226	4
0.001228	5
0.001231	5
0.001235	3
0.001238	6
0.001241	6
0.001244	1
0.001246	4
0.001249	7
0.001252	1
0.001256	3
0.001259	5
0.001262	6
0.001264	2
0.001267	2
0.001270	6
0.001274	2
0.001277	5
0.001280	2
0.001283	4
0.001285	4
0.001288	5
0.001292	3
0.001295	5
0.001298	1
0.001301	4
0.001303	1
0.001306	5
0.001310	5
0.001313	3
0.001316	2
0.001319	2
0.001321	6
0.001324	1
0.001328	2
0.001331	3
0.001334	2
0.001337	5
0.001339	5
0.001342	4
0.001346	3
0.001349	6
0.001352	11
0.001355	3
0.001357	2
0.001360	6
0.001364	9
0.001367	5
0.001370	4
0.001373	7
0.001375	4
0.001378	3
0.001382	5
0.001385	5
0.001388	3
0.001391	4
0.001393	6
0.001396	7
0.001400	6
0.001403	7
0.001406	4
